-0.980581 -0.196116
0.707107 -0.707107
-1 0
-0.316228 -0.948683
-0.707107 0.707107

-0.980581 -0.196116
0.707107 -0.707107
-1 0
-0.316228 -0.948683
0.650791 0.759257

-0.980581 -0.196116
0.707107 -0.707107
-1 0
-0.316228 -0.948683
0.389901 0.920806

-0.980581 -0.196116
0.707107 -0.707107
-1 0
-0.316228 -0.948683
0.1863 0.982447

-0.980581 -0.196116
0.707107 -0.707107
-1 0
-0.316228 -0.948683
-0.128392 0.991573

-0.980581 -0.196116
0.707107 -0.707107
-1 0
-0.316228 -0.948683
-0.47745 0.87835

-0.980581 -0.196116
0.707107 -0.707107
-0.0651926 0.993178
-0.316228 -0.948683
-0.47745 0.87835

-0.980581 -0.196116
0.949978 0.301731
-0.0651926 0.993178
-0.316228 -0.948683
-0.47745 0.87835

-0.980581 -0.196116
0.789447 0.613076
-0.0651926 0.993178
-0.316228 -0.948683
-0.47745 0.87835

-0.980581 -0.196116
0.789447 0.613076
-0.283714 0.958664
-0.316228 -0.948683
-0.47745 0.87835

-0.980581 -0.196116
0.601705 0.798318
-0.283714 0.958664
-0.316228 -0.948683
-0.47745 0.87835

-0.980581 -0.196116
0.854935 0.517334
-0.283714 0.958664
-0.316228 -0.948683
-0.47745 0.87835

-0.980581 -0.196116
0.660665 0.749989
-0.283714 0.958664
-0.316228 -0.948683
-0.47745 0.87835

-0.980581 -0.196116
0.660665 0.749989
0.746741 0.654486
-0.316228 -0.948683
-0.47745 0.87835

-0.980581 -0.196116
0.660665 0.749989
0.580211 0.813924
-0.316228 -0.948683
-0.47745 0.87835

-0.980581 -0.196116
0.660665 0.749989
0.787777 0.614998
-0.316228 -0.948683
-0.47745 0.87835

-0.980581 -0.196116
0.660665 0.749989
0.787777 0.614998
0.905143 0.36304
-0.47745 0.87835

-0.561514 0.8156
0.660665 0.749989
0.787777 0.614998
0.905143 0.36304
-0.47745 0.87835

-0.0541815 0.995851
0.660665 0.749989
0.787777 0.614998
0.905143 0.36304
-0.47745 0.87835

-0.318837 0.947058
0.660665 0.749989
0.787777 0.614998
0.905143 0.36304
-0.47745 0.87835

-0.482474 0.875542
0.660665 0.749989
0.787777 0.614998
0.905143 0.36304
-0.47745 0.87835

-0.482474 0.875542
0.660665 0.749989
0.787777 0.614998
0.882809 0.468437
-0.47745 0.87835

-0.482474 0.875542
0.660665 0.749989
0.787777 0.614998
0.637391 0.76843
-0.47745 0.87835

-0.482474 0.875542
0.660665 0.749989
0.787777 0.614998
0.885035 0.461678
-0.47745 0.87835

0.0700385 0.993763
0.660665 0.749989
0.787777 0.614998
0.885035 0.461678
-0.47745 0.87835

0.0700385 0.993763
0.660665 0.749989
0.787777 0.614998
0.822444 0.568439
-0.47745 0.87835

0.940641 0.287733
0.660665 0.749989
0.787777 0.614998
0.822444 0.568439
-0.47745 0.87835

-0.0197704 0.980476
0.660665 0.749989
0.787777 0.614998
0.822444 0.568439
-0.47745 0.87835

0.857996 0.484355
0.660665 0.749989
0.787777 0.614998
0.822444 0.568439
-0.47745 0.87835

-0.44142 0.866876
0.660665 0.749989
0.787777 0.614998
0.822444 0.568439
-0.47745 0.87835

-0.327102 0.943865
0.660665 0.749989
0.787777 0.614998
0.822444 0.568439
-0.47745 0.87835

0.368138 0.921654
0.660665 0.749989
