-1.42 1.46
0.99 -0.48
0.389995 -0.959992
1.28923 -1.00929
1.28434 -0.215225
0.271057 -0.29211
-0.610465 0.364212
-1 1.1
-0.618335 0.627837
-0.619548 0.745487
1.45245 -1.44145
-0.760081 -0.789366
1.08999 -0.559994

-1.41999 1.46
0.989904 -0.479609
0.393415 -0.94168
1.20977 -0.778774
0.930415 0.33911
0.6997 0.699306
0.183259 0.567593
-0.770735 1.04606
-0.603792 0.628633
-0.61911 0.745472
1.45245 -1.44144
-0.76008 -0.789366
1.08999 -0.559994

-1.41999 1.46
0.989904 -0.479609
0.393415 -0.94168
1.20977 -0.778774
0.930415 0.33911
0.6997 0.699306
0.183256 0.567588
-0.770711 1.04545
-0.604846 0.612983
-0.629981 0.537777
0.150577 -1.05348
-0.700084 -0.799985
0.00734697 -0.705157

-1.41999 1.46
0.989904 -0.479609
0.393415 -0.94168
1.20977 -0.778774
0.930409 0.339108
0.69915 0.699047
0.170385 0.560326
-0.801417 0.892054
-0.843512 0.182353
-0.999223 -0.0986607
-0.544352 -0.477593
-0.740248 -0.706245
-0.00361041 -0.698575

-1.41999 1.46
0.989904 -0.479609
0.393414 -0.941669
1.20941 -0.777821
0.921439 0.359208
0.619195 0.899344
0.127934 1.54927
0.097476 2.19634
-0.274448 1.39926
-0.852535 0.208089
-0.537392 -0.448672
-0.739979 -0.705315
-0.00361005 -0.698565

-0.143153 0.219292
0.701015 -0.599579
0.578066 -0.735887
1.14167 -0.754175
0.919064 0.34892
0.61922 0.898871
0.127935 1.54926
0.097476 2.19634
-0.274448 1.39926
-0.852535 0.208089
-0.537392 -0.448672
-0.739979 -0.705315
-0.00361005 -0.698565

-0.143153 0.219292
0.701015 -0.599579
0.578066 -0.735887
1.14167 -0.754175
0.919064 0.34892
0.61922 0.898871
0.127935 1.54926
0.0974764 2.19633
-0.2743 1.39848
-0.841326 0.194158
-0.439682 -0.534978
-0.174642 -0.942693
0.199145 -1.09831

-0.143153 0.219292
0.701015 -0.599579
0.578066 -0.735887
1.14167 -0.754175
0.919064 0.34892
0.61922 0.898871
0.127934 1.54925
0.0973846 2.19528
-0.273514 1.37101
-0.756646 0.0100748
-0.295732 -0.934381
-0.199876 -1.19874
-0.0405762 -1.15939

-0.143153 0.219292
0.701015 -0.599579
0.578066 -0.735887
1.14114 -0.753305
0.903115 0.367306
0.458806 1.0569
-0.308635 1.87956
-0.596095 2.10053
-0.46932 1.80821
-0.736036 0.285049
-0.298927 -0.902522
-0.199998 -1.19773
-0.0405762 -1.15939

-0.143153 0.219292
0.701015 -0.599579
0.58038 -0.707366
1.09642 -0.392334
0.841361 1.34511
0.79785 1.99406
0.355314 1.95169
-0.41306 2.08735
-0.456087 1.81021
-0.736036 0.285049
-0.298927 -0.902522
-0.199998 -1.19773
-0.0405762 -1.15939

-0.143153 0.219292
0.701015 -0.599579
0.58038 -0.707366
1.09642 -0.392334
0.841361 1.34511
0.79785 1.99406
0.204385 1.89268
-0.644465 1.73609
-0.797593 1.50217
-0.774289 1.01164
-0.364386 -0.58866
-0.199998 -1.19773
-0.0405762 -1.15939

-0.143153 0.219292
0.701015 -0.599579
0.58038 -0.707366
1.09642 -0.392334
0.841361 1.34511
0.79785 1.99406
0.204385 1.89268
-0.644465 1.73609
-0.978187 0.724527
-1.09749 0.20625
-0.803688 -0.11768
-0.199998 -1.19773
-0.0405762 -1.15939

-0.143153 0.219292
0.701015 -0.599579
0.58038 -0.707366
1.09642 -0.392334
0.841361 1.34511
0.79785 1.99406
0.204385 1.89268
-0.644465 1.73609
-0.978187 0.724527
-0.920085 -0.155282
-0.800031 -0.397629
-0.557804 -0.722012
-0.0405762 -1.15939

-0.143153 0.219292
0.701015 -0.599579
0.58038 -0.707366
0.681706 0.317691
0.404016 0.80496
0.560934 1.28301
0.204385 1.89268
-0.644465 1.73609
-0.978187 0.724527
-0.920085 -0.155282
-0.800031 -0.397629
-0.557804 -0.722012
-0.0405762 -1.15939

-0.143153 0.219292
0.701015 -0.599579
0.58038 -0.707366
0.681706 0.317691
0.404016 0.80496
0.560934 1.28301
0.204385 1.89268
-0.499096 1.17945
-0.405666 0.79926
-0.61082 0.41277
-0.800031 -0.397629
-0.557804 -0.722012
-0.0405762 -1.15939

-0.143153 0.219292
0.701015 -0.599579
0.829548 -0.287336
0.996658 0.00333576
0.757908 0.32698
0.560934 1.28301
0.204385 1.89268
-0.499096 1.17945
-0.405666 0.79926
-0.61082 0.41277
-0.800031 -0.397629
-0.557804 -0.722012
-0.0405762 -1.15939

0.35679 -0.503681
0.700011 -0.995515
